CustomerID,Rule_0,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7,Rule_8,Rule_9,Rule_10,Rule_11,Rule_12,Rule_13,Rule_14,Rule_15,Rule_16,Rule_17,Rule_18,Rule_19,Rule_20,Rule_21,Rule_22,Rule_23,Rule_24,Rule_25,Rule_26,Rule_27,Rule_28,Rule_29,Rule_30,Rule_31,Rule_32,Rule_33,Rule_34,Rule_35,Rule_36,Rule_37,Rule_38,Rule_39,Rule_40,Rule_41,Rule_42,Rule_43,Rule_44,Rule_45,Rule_46,Rule_47,Rule_48,Rule_49,Rule_50,Rule_51,Rule_52,Rule_53,Rule_54,Rule_55,Rule_56,Rule_57,Rule_58,Rule_59,Rule_60,Rule_61,Rule_62,Rule_63,Rule_64,Rule_65,Rule_66,Rule_67,Rule_68,Rule_69,Rule_70,Rule_71,Rule_72,Rule_73,Rule_74,Rule_75,Rule_76,Rule_77,Rule_78,Rule_79,Rule_80,Rule_81,Rule_82,Rule_83,Rule_84,Rule_85,Rule_86,Rule_87,Rule_88,Rule_89,Rule_90,Rule_91,Rule_92,Rule_93,Rule_94,Rule_95,Rule_96,Rule_97,Rule_98,Rule_99,Rule_100,Rule_101,Rule_102,Rule_103,Rule_104,Rule_105,Rule_106,Rule_107,Rule_108,Rule_109,Rule_110,Rule_111,Rule_112,Rule_113,Rule_114,Rule_115,Rule_116,Rule_117,Rule_118,Rule_119,Rule_120,Rule_121,Rule_122,Rule_123,Rule_124,Rule_125,Rule_126,Rule_127,Rule_128,Rule_129,Rule_130,Rule_131,Rule_132,Rule_133,Rule_134,Rule_135,Rule_136,Rule_137,Rule_138,Rule_139,Rule_140,Rule_141,Rule_142,Rule_143,Rule_144,Rule_145,Rule_146,Rule_147,Rule_148,Rule_149,Rule_150,Rule_151,Rule_152,Rule_153,Rule_154,Rule_155,Rule_156,Rule_157,Rule_158,Rule_159,Rule_160,Rule_161,Rule_162,Rule_163,Rule_164,Rule_165,Rule_166,Rule_167,Rule_168,Rule_169,Rule_170,Rule_171,Rule_172,Rule_173,Rule_174,Rule_175,Rule_176,Rule_177,Rule_178,Rule_179,Rule_180,Rule_181,Rule_182,Rule_183,Rule_184,Rule_185,Rule_186,Rule_187,Rule_188,Rule_189,Rule_190,Rule_191,Rule_192,Rule_193,Rule_194,Rule_195,Rule_196,Rule_197,Rule_198,Rule_199,Recency_Scaled,Frequency_Scaled,Monetary_Scaled
000nan,74.56705,74.5024,74.297104,74.24425,74.16998,73.407616,73.0013,72.87054,72.80976,0.0,72.80976,72.760635,72.586,72.586,72.21994,72.176636,71.99635,71.92417,71.86418,71.854675,71.74943,71.13553,71.13553,0.0,71.01872,70.85633,70.82758,70.82758,70.68582,70.617836,70.594536,0.0,70.32698,70.2442,70.20974,70.17173,70.17173,0.0,70.10432,70.10432,70.054245,69.7196,69.54117,69.54117,69.34231,69.27015,69.27015,69.15954,69.15954,69.03075,68.63804,68.63804,68.55815,68.55815,67.34206,67.34206,67.25508,67.25508,0.0,51.17241,0.0,0.0,48.593147,0.0,47.092556,47.092556,46.41611,46.41611,0.0,44.799904,44.799904,0.0,42.28076,42.28076,41.964714,0.0,0.0,0.0,40.011684,40.011684,0.0,0.0,0.0,0.0,0.0,37.867447,37.675945,0.0,0.0,0.0,0.0,0.0,35.513992,0.0,34.985825,34.595013,34.40055,34.40055,34.2205,34.2205,33.741833,33.741833,0.0,0.0,31.918129,31.918129,31.555206,31.555206,31.183542,31.183542,30.960758,30.960758,30.858984,29.784636,29.784636,29.76003,29.76003,29.75434,29.75434,29.682804,29.682804,29.527008,29.527008,29.481493,29.44608,29.44608,29.41396,29.41396,28.274408,28.274408,28.098951,28.098951,27.52866,27.52866,27.315832,27.315832,27.253548,27.253548,27.200283,27.200283,27.112045,27.112045,26.709532,26.709532,26.496431,26.496431,26.261349,26.261349,26.19773,26.19773,25.950527,25.950527,25.730057,25.730057,25.444933,25.444933,25.419554,25.097214,24.905945,24.585083,24.584463,24.216496,24.182453,24.182453,0.0,22.884928,22.881401,22.881401,0.0,22.826534,22.817223,22.817223,22.780819,22.736122,22.736122,22.613842,0.0,22.52889,22.505394,22.28572,22.226261,22.226261,22.224785,22.043083,0.0,21.992949,21.627363,21.627363,21.295563,21.295563,0.0,21.083527,21.083527,0.0,0.0,20.273336,20.187712,20.134335,20.115845,0.0,-0.9162576,59.46849,60.39679
012346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3494465,-0.15627693,2.6378224
012747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.90620935,0.27830592,0.066727534
012748,74.56705,74.5024,74.297104,74.24425,74.16998,73.407616,73.0013,72.87054,72.80976,0.0,72.80976,72.760635,72.586,72.586,72.21994,72.176636,71.99635,71.92417,71.86418,71.854675,71.74943,71.13553,71.13553,0.0,71.01872,70.85633,70.82758,70.82758,70.68582,70.617836,70.594536,0.0,70.32698,70.2442,70.20974,70.17173,70.17173,0.0,70.10432,70.10432,70.054245,69.7196,69.54117,69.54117,69.34231,69.27015,69.27015,69.15954,69.15954,69.03075,68.63804,68.63804,68.55815,68.55815,67.34206,67.34206,67.25508,67.25508,0.0,51.17241,0.0,0.0,48.593147,0.0,47.092556,0.0,46.41611,46.41611,0.0,44.799904,44.799904,0.0,42.28076,42.28076,41.964714,0.0,0.0,0.0,40.011684,40.011684,0.0,0.0,0.0,0.0,0.0,37.867447,37.675945,0.0,0.0,0.0,0.0,0.0,35.513992,0.0,34.985825,34.595013,34.40055,34.40055,34.2205,34.2205,33.741833,33.741833,0.0,0.0,31.918129,31.918129,31.555206,31.555206,31.183542,31.183542,30.960758,30.960758,0.0,29.784636,29.784636,29.76003,29.76003,29.75434,0.0,0.0,0.0,29.527008,0.0,29.481493,29.44608,29.44608,0.0,0.0,28.274408,28.274408,28.098951,28.098951,27.52866,27.52866,27.315832,27.315832,27.253548,27.253548,27.200283,27.200283,27.112045,0.0,0.0,0.0,26.496431,26.496431,26.261349,26.261349,26.19773,26.19773,25.950527,25.950527,25.730057,25.730057,25.444933,0.0,0.0,0.0,0.0,24.585083,24.584463,24.216496,24.182453,24.182453,0.0,22.884928,22.881401,22.881401,0.0,22.826534,22.817223,22.817223,22.780819,22.736122,22.736122,22.613842,0.0,22.52889,22.505394,22.28572,22.226261,22.226261,22.224785,22.043083,0.0,21.992949,21.627363,21.627363,21.295563,21.295563,0.0,21.083527,21.083527,0.0,0.0,20.273336,20.187712,20.134335,20.115845,0.0,-0.9162576,8.883047,1.1067438
012749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.17241,0.0,0.0,48.593147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.964714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.675945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.274408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.253548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.950527,25.730057,25.730057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8861127,0.017556217,0.06302418
012820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.274408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.730057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.182453,24.182453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.896161,-0.02590207,-0.047887754
012821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2240345,-0.15627693,-0.07781686
012822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.187712,0.0,0.0,0.0,-0.21287525,-0.11281864,-0.04765737
012823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17268196,0.017556217,-0.019102093
012824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32340676,-0.15627693,-0.06709392
